日期,指数点位,成交额(万亿元)
2025-02-27,3968.1159,0.428272792668
2025-02-28,3890.0487,0.42030804345
2025-03-03,3888.4738,0.356057735014
2025-03-04,3885.2208,0.297739246802
2025-03-05,3902.5706,0.290860484505
2025-03-06,3956.2369,0.39741942764300003
2025-03-07,3944.0143,0.340626700286
2025-03-10,3928.8018,0.292574987481
2025-03-11,3941.4157,0.28748045312
2025-03-12,3927.2315,0.309627267365
2025-03-13,3911.5793,0.29517311258
2025-03-14,4006.5567,0.45089527880299995
2025-03-17,3996.7876,0.31890441741799996
2025-03-18,4007.7229,0.29273931954500004
2025-03-19,4010.168,0.28607530079500004
2025-03-20,3974.9918,0.260020676826
2025-03-21,3914.6956,0.309348613935
2025-03-24,3934.8486,0.266051442613
2025-03-25,3932.2951,0.239246310986
2025-03-26,3919.3566,0.220943164486
2025-03-27,3932.4117,0.23217361377399998
2025-03-28,3915.1662,0.213379194289
2025-03-31,3887.3056,0.268480316572
2025-04-01,3887.6841,0.24604167467
2025-04-02,3884.3858,0.19826751534200002
2025-04-03,3861.5034,0.26368468154499997
2025-04-07,3589.4406,0.512971787745
2025-04-08,3650.759,0.464021087838
2025-04-09,3686.7943,0.45503106929000003
2025-04-10,3735.1151,0.403842564856
2025-04-11,3750.5167,0.318535141904
2025-04-14,3759.1422,0.292571297039
2025-04-15,3761.2348,0.228604621376
2025-04-16,3772.8204,0.261711094769
2025-04-17,3772.2221,0.209012323066
2025-04-18,3772.523,0.173109384097
2025-04-21,3784.8806,0.208085677382
2025-04-22,3783.9522,0.210200698794
2025-04-23,3786.8824,0.24711738612200002
2025-04-24,3784.3574,0.205483051375
2025-04-25,3786.9937,0.220535052619
2025-04-28,3781.6188,0.210635318523
2025-04-29,3775.0767,0.19746274436300001
2025-04-30,3770.5705,0.244820462218
2025-05-06,3808.5424,0.267937090757
2025-05-07,3831.627,0.286010735453
2025-05-08,3852.8963,0.246987280588
2025-05-09,3846.1566,0.216697939672
2025-05-12,3890.6096,0.296122947808
2025-05-13,3896.2583,0.26758639772
2025-05-14,3943.2108,0.319465226851
2025-05-15,3907.1992,0.241464943554
2025-05-16,3889.0854,0.208835664039
2025-05-19,3877.1453,0.184888170554
2025-05-20,3898.1705,0.20163670252200003
2025-05-21,3916.3807,0.21703773943500002
2025-05-22,3913.8651,0.197511410271
2025-05-23,3882.2741,0.23294537829499998
2025-05-26,3860.1067,0.20887679214899998
2025-05-27,3839.3969,0.178466763541
2025-05-28,3836.2366,0.162496372728
2025-05-29,3858.6998,0.209459602501
2025-05-30,3840.2323,0.19938975107100002
2025-06-03,3852.0127,0.226782772063
2025-06-04,3868.7429,0.211736178154
2025-06-05,3877.5557,0.231749275335
2025-06-06,3873.9841,0.202034736311
2025-06-09,3885.2459,0.262023668466
2025-06-10,3865.4652,0.263647551795
2025-06-11,3894.6252,0.257217704405
2025-06-12,3892.1992,0.260239581458
2025-06-13,3864.1822,0.30917234618
2025-06-16,3873.7951,0.246860982863
2025-06-17,3870.3786,0.22039981894900001
2025-06-18,3874.9708,0.230553858264
2025-06-19,3843.0912,0.234840180806
2025-06-20,3846.6443,0.213522822875
2025-06-23,3857.9016,0.23248221585
2025-06-24,3904.0342,0.294228720613
2025-06-25,3960.0662,0.361727254624
2025-06-26,3946.0195,0.328102847496
2025-06-27,3921.7578,0.343468229814
2025-06-30,3936.0791,0.288821434921
2025-07-01,3942.762,0.236070338399
2025-07-02,3943.6849,0.246637847454
2025-07-03,3968.0676,0.26960956953899995
2025-07-04,3982.2034,0.29051299219800003
2025-07-07,3965.1746,0.225106992876
2025-07-08,3998.4527,0.292089834224
2025-07-09,3991.4006,0.305398796563
2025-07-10,4010.0243,0.347836703626
2025-07-11,4014.807,0.44378079488
2025-07-14,4017.6678,0.321415945157
2025-07-15,4019.0644,0.353524574441
2025-07-16,4007.2019,0.30065679566500003
2025-07-17,4034.491,0.325516865723
2025-07-18,4058.5486,0.35424444463
2025-07-21,4085.6072,0.37793856487800004
2025-07-22,4118.9582,0.450874014479
2025-07-23,4119.7685,0.470330899421
2025-07-24,4149.0368,0.487000043884
2025-07-25,4127.1634,0.430445513471
2025-07-28,4135.8242,0.406792873973
2025-07-29,4152.0247,0.428764310974
2025-07-30,4151.2379,0.445168467668
2025-07-31,4075.5912,0.492142571739
2025-08-01,4054.9286,0.359685164163
2025-08-04,4070.7023,0.29597682663200003
2025-08-05,4103.45,0.306934255766
2025-08-06,4113.4852,0.307674626125
2025-08-07,4114.666,0.358108366984
2025-08-08,4104.9669,0.30850768763499997
2025-08-11,4122.5106,0.360685826235
2025-08-12,4143.8252,0.38308842333
2025-08-13,4176.5776,0.462776745465
2025-08-14,4173.3131,0.485075642622
2025-08-15,4202.3533,0.518686873501
2025-08-18,4239.4125,0.635365867185
2025-08-19,4223.3741,0.55353620326
2025-08-20,4271.3958,0.5388153061469999
2025-08-21,4288.0707,0.558521268967
2025-08-22,4377.9977,0.675935075409
2025-08-25,4469.2217,0.823681964473
2025-08-26,4452.5905,0.627950450229
2025-08-27,4386.1266,0.785098482974
2025-08-28,4463.782,0.739423602221
2025-08-29,4496.7591,0.831194066158
2025-09-01,4523.7111,0.7703782881269999
2025-09-02,4490.4528,0.777999297964
2025-09-03,4459.8296,0.655697116709
2025-09-04,4365.2085,0.7731245969980001
2025-09-05,4460.3249,0.6641669709470001
